link,price,title,location,post-date,bedrooms,bathrooms,receptions
https://www.zoopla.co.uk//to-rent/details/60226522/,"£1,000 pcm",3 bed semi-detached house to rent,"Ascot Road, Birmingham 9Pb B13",Listed on 19th Nov 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/52957756/,"£1,100 pcm",2 bed flat to rent,"Dayus House, Tenby Street South, Jewellery Quarter B1",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/51205674/,"£1,595 pcm",3 bed terraced house to rent,"Ravenhurst Road, Harborne, Birmingham B17",Listed on 18th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/53578302/,£750 pcm,1 bed flat to rent,"Albion House, Pope Street, Jewellery Quarter B1",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60225772/,£875 pcm,3 bed property to rent,"Tyndale Crescent, Birmingham B43",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/57288364/,£800 pcm,1 bed flat to rent,"299 Pershore Road South, Birmingham B30",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/52649306/,£675 pcm,1 bed flat to rent,"8 Clement Street, Birmingham B1",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/55408818/,£825 pcm,1 bed flat to rent,"2 Masshouse Plaza, Birmingham B5",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57449410/,£525 pcm,1 bed flat to rent,"Watford Road, Kings Norton, Birmingham B30",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60225589/,£775 pcm,2 bed flat to rent,"Avoca Court, 146 Cheapside B12",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/58771367/,£368 pcm,3 bed property to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/53699013/,£725 pcm,2 bed terraced house to rent,"Dormington Road, Great Barr, Birmingham B44",Listed on 18th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/48914527/,"£1,050 pcm",2 bed flat to rent,"Metalworks, Warstone Lane, Jewellery Quarter B18",Listed on 18th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60224753/,£800 pcm,Studio to rent,"Wavers Marston, Marston Green, Birmingham B37",Listed on 18th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60224573/,£800 pcm,2 bed flat to rent,"Navigation Way, Hockley, Birmingham B18",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60224483/,"£1,100 pcm",2 bed flat to rent,"Heritage Court, Warstone Lane, Jewellery Quarter B18",Listed on 18th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60224195/,£550 pcm,5 bed semi-detached house to rent,"503 Harborne Park Road, Harborne, Birmingham B17",Listed on 18th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60224135/,£950 pcm,3 bed terraced house to rent,"Carmodale Avenue, Great Barr, Birmingham B42",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60224103/,"£1,100 pcm",2 bed flat to rent,"Hagley Road, Edgbaston, Birmingham B16",Listed on 18th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60224065/,"£1,100 pcm",3 bed property to rent,"Mill Lane, Quinton, Birmingham B32",Listed on 18th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59452137/,"£1,605 pcm",2 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 18th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/60223967/,"£1,100 pcm",2 bed terraced house to rent,"York Street, Harborne, Birmingham B17",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60223948/,"£1,200 pcm",2 bed flat to rent,"The Bank Tower 2, Sheepcote Street, Birmingham B16",Listed on 18th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60223705/,"£1,200 pcm",2 bed flat to rent,"Mason Way, Edgbaston, Birmingham B15",Listed on 18th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60223657/,£750 pcm,2 bed terraced house to rent,"Blandford Road, Quinton B32",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60223545/,"£1,200 pcm",3 bed property to rent,"Acacia Road, Birmingham, West Midlands B30",Listed on 18th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/55310209/,"£1,100 pcm",2 bed flat to rent,"Longleat Avenue, Edgbaston, Birmingham B15",Listed on 18th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60223456/,"£1,026 pcm",1 bed flat to rent,"The Priory Queensway, Birmingham B4",Listed on 18th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60223272/,£625 pcm,1 bed maisonette to rent,"Greenwood Avanue, Acocks Green B27",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/49532251/,£675 pcm,2 bed flat to rent,"Cheswood Drive, Walmley, Sutton Coldfield B76",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60223168/,£750 pcm,3 bed terraced house to rent,"Barford Road, Edgbaston B16",Listed on 18th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60223107/,£525 pcm,1 bed flat to rent,"Slade Road, Erdington, Birmingham B23",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60223064/,£100 pcm,Parking/garage to rent,"Parking Space, Broadway Residences, 105 Broad Street, Birmingham B15",Listed on 18th Nov 2021,N/A,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60222957/,£425 pcm,2 bed flat to rent,"Sorrell Drive, Hazelwood Road, Acocks Green, Birmingham B27",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60222680/,£550 pcm,1 bed flat to rent,"Chester Road, Sutton Coldfield, Birmingham B73",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60222452/,£850 pcm,3 bed end terrace house to rent,"Stratford Walk, Hodge Hill, Birmingham B36",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60222435/,£895 pcm,3 bed property to rent,"Lightwoods Road, Bearwood B67",Listed on 18th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60222423/,£800 pcm,3 bed terraced house to rent,"Millhaven Avenue, Stirchley, Birmingham B30",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60222321/,£750 pcm,1 bed flat to rent,"Dorking Grove, Edgbaston, Birmingham B15",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/58212061/,"£1,200 pcm",2 bed flat to rent,"Sheepcote Street, Edgbaston, Birmingham B16",Listed on 18th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60222156/,"£1,300 pcm",3 bed end terrace house to rent,"Gaddesby Road, King's Heath, Birmingham B14",Listed on 18th Nov 2021,3,2,N/A
https://www.zoopla.co.uk//to-rent/details/35616581/,£975 pcm,3 bed flat to rent,"Bond Street, Hockley, Birmingham B19",Listed on 18th Nov 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/53319394/,£775 pcm,2 bed terraced house to rent,"61 Dogpool Lane, Stirchley B30",Listed on 18th Nov 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60221895/,£750 pcm,2 bed flat to rent,"Hayfield Road, Birmingham B13",Listed on 18th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/60221785/,£795 pcm,3 bed terraced house to rent,"Waterloo Road, Yardley, Birmingham B25",Listed on 18th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60221655/,"£1,107 pcm",1 bed flat to rent,"The Priory Queensway, Birmingham B4",Listed on 18th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60221650/,"£1,565 pcm",2 bed flat to rent,"The Priory Queensway, Birmingham B4",Listed on 18th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60221635/,£750 pcm,2 bed flat to rent,"Abacus Building, 1 Warwick Street, Digbeth, Birmingham B12",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60221316/,"£1,950 pcm",5 bed end terrace house to rent,"Student Property 2022-2023, Gibbions Road, Selly Oak, Birmingham B29",Listed on 18th Nov 2021,5,1,1
https://www.zoopla.co.uk//to-rent/details/60221288/,"£1,885 pcm",5 bed terraced house to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 18th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60221153/,"£1,885 pcm",5 bed terraced house to rent,"Student Property Milner Road Selly Oak, Birmingham B29",Listed on 18th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60221084/,"£3,306 pcm",7 bed end terrace house to rent,"Ensuite Student Property 2022-2023 Edgbaston, Birmingham B16",Listed on 18th Nov 2021,7,7,1
https://www.zoopla.co.uk//to-rent/details/60220857/,"£2,808 pcm",6 bed terraced house to rent,"Rose Cottage, Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 18th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60220841/,£520 pcm,7 bed property to rent,"Tiverton Road, Birmingham B29",Listed on 18th Nov 2021,7,5,1
https://www.zoopla.co.uk//to-rent/details/60220806/,"£3,042 pcm",6 bed terraced house to rent,"Teignmouth Road, Student Property Selly Oak, Birmingham B29",Listed on 18th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60220743/,"£2,730 pcm",6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 18th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60220668/,£600 pcm,1 bed flat to rent,"Bond Square, Birmingham B18",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60220635/,"£2,340 pcm",6 bed terraced house to rent,"Katie Road, Selly Oak, Birmingham B29",Listed on 18th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60220411/,"£1,450 pcm",4 bed property to rent,"Token Rise, Birmingham B42",Listed on 18th Nov 2021,4,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60220289/,£450 pcm,Room to rent,"Court Oak Road, Birmingham B32",Listed on 18th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/56276329/,£575 pcm,1 bed flat to rent,"Gravelly Hill North, Erdington, Birmingham B23",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60219965/,"£1,050 pcm",2 bed flat to rent,"Upper Marshall Street, Birmingham B1",Listed on 18th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60219900/,"£1,100 pcm",4 bed terraced house to rent,"Brandwood Park Road, Birmingham B14",Listed on 18th Nov 2021,4,2,2
https://www.zoopla.co.uk//to-rent/details/53695175/,£715 pcm,1 bed terraced house to rent,"Green Leigh, Erdington, Birmingham B23",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60219566/,£975 pcm,3 bed terraced house to rent,"Nethercote Gardens, Shirley, Solihull B90",Listed on 18th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60219467/,£600 pcm,2 bed maisonette to rent,"Bourne Green, Birmingham B32",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/49605867/,£750 pcm,1 bed flat to rent,"Hive, Masshouse Plaza, Birmingham B5",Listed on 18th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60218827/,£420 pcm,Room to rent,"Clissold Street, Birmingham B18",Listed on 18th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60218147/,£750 pcm,2 bed terraced house to rent,"Spring Grove Gardens, Hockley, Birmingham B18",Listed on 18th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60218139/,£895 pcm,Studio to rent,"New Coventry Road, Birmingham B26",Listed on 18th Nov 2021,N/A,2,N/A
https://www.zoopla.co.uk//to-rent/details/60218145/,£850 pcm,3 bed terraced house to rent,"Madeley Road, Birmingham B11",Listed on 18th Nov 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/39253705/,£750 pcm,1 bed flat to rent,"Margaret Road, Harborne, Birmingham, West Midlands B17",Listed on 17th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60217149/,£510 pcm,Room to rent,"Oval Road, Birmingham B24",Listed on 17th Nov 2021,1,3,N/A
https://www.zoopla.co.uk//to-rent/details/56774223/,"£1,000 pcm",3 bed property to rent,"Great Barr, Birmingham B43",Listed on 17th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60217106/,£975 pcm,3 bed terraced house to rent,"Linnet Close, Birmingham B30",Listed on 17th Nov 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/60217094/,£825 pcm,3 bed semi-detached house to rent,"Goosemoor Lane, Birmingham B23",Listed on 17th Nov 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/56506177/,£795 pcm,3 bed property to rent,"Capern Grove, Birmingham B32",Listed on 17th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/57837590/,£775 pcm,2 bed flat to rent,"20 Twickenham Drive, Birmingham B13",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60217041/,£750 pcm,2 bed property to rent,"Wyndhurst Road, Birmingham B33",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/51812294/,£800 pcm,1 bed flat to rent,"28 Bell Barn Road, Birmingham B15",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60217056/,£750 pcm,1 bed property to rent,"Cromer Road, Birmingham B12",Listed on 17th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60217052/,£900 pcm,2 bed flat to rent,"Cromer Road, Birmingham B12",Listed on 17th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/60217022/,£995 pcm,3 bed property to rent,"Addison Road, Birmingham B14",Listed on 17th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/52278295/,£750 pcm,1 bed flat to rent,"56 New Coventry Road, Birmingham B26",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60217007/,"£1,000 pcm",2 bed flat to rent,"Orion Building, Birmingham B5",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/55821720/,£550 pcm,1 bed flat to rent,"30 Ravenhurst Road, Birmingham B17",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60217001/,"£1,150 pcm",2 bed flat to rent,"18 Holliday Street, Birmingham B1",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60216562/,£725 pcm,1 bed flat to rent,"The Bank Tower 2, Sheepcote Street, Birmingham B16",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57417477/,"£1,300 pcm",2 bed flat to rent,"The Bank Tower 2, Sheepcote Street, Birmingham B16",Listed on 17th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/46038288/,£700 pcm,1 bed flat to rent,"Fabrick Square, Lombard Street, Digbeth B12",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/55072608/,"£1,900 pcm",3 bed flat to rent,"Commercial Street, City Centre, Birmingham B1",Listed on 17th Nov 2021,3,2,N/A
https://www.zoopla.co.uk//to-rent/details/57267454/,£725 pcm,1 bed flat to rent,"Sheepcote Street, Edgbaston, Birmingham B16",Listed on 17th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/56644776/,£750 pcm,2 bed terraced house to rent,"Teddesley Grove, Birmingham B33",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60216023/,£800 pcm,2 bed flat to rent,"19 Heather Court, 48 Russell Road, Moseley B13",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60215987/,£485 pcm,Room to rent,"Frances Road, Erdington, Birmingham B23",Listed on 17th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60215972/,£525 pcm,Room to rent,"Frances Road, Erdington, Birmingham B23",Listed on 17th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60215976/,£575 pcm,Room to rent,"Frances Road, Erdington, Birmingham B23",Listed on 17th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60215914/,£425 pcm,1 bed property to rent,"Bromford Lane, Washwood Heath, Birmingham B8",Listed on 17th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60215767/,"£3,042 pcm",6 bed terraced house to rent,"29 Gleave Road, Selly Oak, Birmingham B29",Listed on 17th Nov 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/53213916/,£775 pcm,3 bed terraced house to rent,"Templeton Road, Great Barr, Birmingham B44",Listed on 17th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60208135/,£675 pcm,2 bed terraced house to rent,"Alder Road, Balsall Heath B12",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60215048/,£600 pcm,1 bed flat to rent,"School Road, Moseley B13",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60215449/,£800 pcm,Studio to rent,"Wharfside Street, Birmingham B1",Listed on 17th Nov 2021,N/A,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60215446/,"£1,695 pcm",4 bed terraced house to rent,"Gordon Road, Harborne B17",Listed on 17th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60215337/,"£1,200 pcm",3 bed semi-detached house to rent,"Moor Green Lane, Moseley, Birmingham, West Midlands B13",Listed on 17th Nov 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/60215189/,£650 pcm,1 bed flat to rent,"Queens Court, Reservoir Road, Birmingham B23",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60215160/,£750 pcm,2 bed flat to rent,"Richmond Hill Road, Edgbaston, Birmingham B15",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/54430366/,£750 pcm,1 bed flat to rent,"Suffolk Street Queensway, Birmingham B1",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57042116/,"£1,664 pcm",3 bed flat to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 17th Nov 2021,3,3,1
https://www.zoopla.co.uk//to-rent/details/60214665/,"£1,200 pcm",2 bed flat to rent,"The Forge, Bradford Street, Birmingham B12",Listed on 17th Nov 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/60214412/,£650 pcm,2 bed flat to rent,"Newmans Close, Smethwick B66",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60214358/,"£1,000 pcm",2 bed flat to rent,"Hagley Road, Edgbaston, Birmingham B16",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60214309/,£875 pcm,3 bed semi-detached house to rent,"Rubery Lane, Rubery B45",Listed on 17th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60214270/,"£2,990 pcm",6 bed terraced house to rent,"Alton Road, Birmingham B29",Listed on 17th Nov 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/60214233/,"£2,254 pcm",5 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 17th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60214082/,£850 pcm,2 bed flat to rent,"64 Middlepark Drive, Birmingham B31",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60213974/,£775 pcm,2 bed property to rent,"Gaddesby Road, Kings Heath, Birmingham B14",Listed on 17th Nov 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60213912/,£700 pcm,1 bed flat to rent,"West Two, Suffolk Street Queensway B1",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57033798/,£995 pcm,2 bed terraced house to rent,"War Lane, Harborne B17",Listed on 17th Nov 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60213637/,£850 pcm,1 bed flat to rent,"Jq1, George Street B3",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60213599/,£700 pcm,Studio to rent,"Shaftesbury House, Station Street B5",Listed on 17th Nov 2021,N/A,1,1
https://www.zoopla.co.uk//to-rent/details/60213594/,"£1,350 pcm",2 bed property to rent,"Elvetham Road, Birmingham, West Midlands B15",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60213129/,£875 pcm,3 bed terraced house to rent,"Partridge Close, Chelmsley Wood, Birmingham B37",Listed on 17th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60212962/,£675 pcm,2 bed flat to rent,"Mulberry Drive, Moseley, Birmingham B13",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/42376973/,£650 pcm,1 bed flat to rent,"Park Hill, Moseley B13",Listed on 17th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60212819/,£595 pcm,1 bed flat to rent,"Edwards Road, Erdington B24",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60212483/,"£3,337 pcm",7 bed terraced house to rent,"Luton Road, Birmingham B29",Listed on 17th Nov 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60212460/,"£3,042 pcm",6 bed terraced house to rent,"Tiverton Road, Selly Oak B29",Listed on 17th Nov 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60212388/,"£3,142 pcm",8 bed terraced house to rent,"Oak Tree Lane, Selly Oak B29",Listed on 17th Nov 2021,8,4,1
https://www.zoopla.co.uk//to-rent/details/60212311/,"£1,950 pcm",5 bed terraced house to rent,"Rose Cottages, Birmingham B29",Listed on 17th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60212310/,£900 pcm,3 bed semi-detached house to rent,"Brett Drive, Bartley Green, Birmingham B32",Listed on 17th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60212295/,"£3,055 pcm",7 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 17th Nov 2021,7,4,1
https://www.zoopla.co.uk//to-rent/details/60209286/,£850 pcm,3 bed property to rent,"Manilla Road, Selly Park, Birmingham B29",Listed on 17th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60208315/,"£4,160 pcm",8 bed terraced house to rent,"Alton Road, Selly Oak B29",Listed on 17th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/60208245/,"£1,842 pcm",5 bed flat to rent,"Bristol Road, Selly Oak B29",Listed on 17th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60208123/,"£4,290 pcm",9 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 17th Nov 2021,9,9,1
https://www.zoopla.co.uk//to-rent/details/60208147/,"£2,882 pcm",7 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 17th Nov 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60208101/,"£3,705 pcm",9 bed terraced house to rent,"Gibbins Road, Selly Oak B29",Listed on 17th Nov 2021,9,9,1
https://www.zoopla.co.uk//to-rent/details/60207987/,"£2,340 pcm",6 bed terraced house to rent,"Heeley Road, Selly Oak B29",Listed on 17th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60208010/,£875 pcm,2 bed flat to rent,"The Boulevard, Birmingham B5",Listed on 17th Nov 2021,2,2,2
https://www.zoopla.co.uk//to-rent/details/60207973/,"£2,730 pcm",7 bed terraced house to rent,"Exeter Road, Selly Oak B29",Listed on 17th Nov 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/60207954/,"£3,917 pcm",8 bed terraced house to rent,"Alton Road, Selly Oak B29",Listed on 17th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/60207919/,£750 pcm,2 bed semi-detached house to rent,"Holly Lane, Erdington, Birmingham B24",Listed on 17th Nov 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60207791/,"£3,640 pcm",8 bed terraced house to rent,"Alton Road, Selly Oak B29",Listed on 17th Nov 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/55548878/,£530 pcm,1 bed flat to rent,"Clarendon Road, Edgbaston B16",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60207544/,"£1,600 pcm",2 bed flat to rent,"Millennium Apartments, Newhall Street, Birmingham City Centre B3",Listed on 17th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/50216381/,£550 pcm,1 bed flat to rent,"Bromford Hill, Handsworth, Birmingham B20",Listed on 17th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59481062/,"£1,605 pcm",2 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 17th Nov 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/52525456/,£850 pcm,2 bed flat to rent,"Woodnorton Drive, Moseley Birmingham B13",Listed on 17th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/60207214/,"£1,050 pcm",3 bed link-detached house to rent,"Elmfield Avenue, Erdington, Birmingham B24",Listed on 17th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/56830025/,"£1,250 pcm",2 bed flat to rent,"The Mint, Mint Drive, Icknield Street, Birmingham, 6Ea B18",Listed on 17th Nov 2021,2,2,2
https://www.zoopla.co.uk//to-rent/details/60207027/,£725 pcm,2 bed flat to rent,"Highcroft Road, Erdington, Birmingham B23",Listed on 17th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60206829/,£40 pcm,3 bed shared accommodation to rent,"Warwick Road, Sparkhill, Birmingham B11",Listed on 17th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60188080/,£900 pcm,2 bed flat to rent,"The Boulevard, Birmingham B5",Listed on 16th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59083748/,£550 pcm,1 bed flat to rent,"97 Sutton Road, Birmingham B23",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60204195/,£850 pcm,1 bed flat to rent,"Pershore Street, Birmingham B5",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/51070074/,"£1,200 pcm",2 bed flat to rent,"Centenary Plaza, Birmingham B1",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60204168/,£800 pcm,3 bed flat to rent,"Vineyard Road, Birmingham B31",Listed on 16th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60204134/,£595 pcm,1 bed flat to rent,"Tugford Road, Birmingham B29",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60204115/,£750 pcm,1 bed flat to rent,"100 Warstone Lane, Birmingham B18",Listed on 16th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/54500153/,£625 pcm,1 bed flat to rent,"Teesdale Avenue, Birmingham B34",Listed on 16th Nov 2021,1,1,1
