link,price,title,location,post-date,bedrooms,bathrooms,receptions
https://www.zoopla.co.uk//to-rent/details/52556371/,£900 pcm,3 bed semi-detached house to rent,"Gibbins Road, Birmingham B29",Listed on 8th Sep 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/59654128/,£65 pcm,Room to rent,"Carnegie Centre, Hockley B19",Listed on 8th Sep 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59654058/,£65 pcm,6 bed shared accommodation to rent,"Birmingham, Handsworth B21",Listed on 8th Sep 2021,6,2,N/A
https://www.zoopla.co.uk//to-rent/details/49078520/,"£1,600 pcm",5 bed semi-detached house to rent,"Robin Hood Lane, Hall Green, Birmingham, West Midlands B28",Listed on 8th Sep 2021,5,2,2
https://www.zoopla.co.uk//to-rent/details/59646710/,"£1,450 pcm",1 bed flat to rent,"Crocketts Lane, Smethwick B66",Listed on 7th Sep 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59645058/,"£1,050 pcm",2 bed flat to rent,"Gilldown Place, Edgbaston, Birmingham B15",Listed on 7th Sep 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59639876/,"£1,500 pcm",6 bed property to rent,"Nineveh Road, Handsworth, Birmingham B21",Listed on 7th Sep 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/50141544/,£373 pcm,3 bed property to rent,"Winnie Road, Selly Oak, Birmingham B29",Listed on 7th Sep 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/57770553/,£43 pcm,Room to rent,"Sherwood Road, Hall Green, Birmingham B28",Listed on 7th Sep 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/57211344/,£43 pcm,Room to rent,"Westfield Road, Kings Heath, Birmingham B14",Listed on 7th Sep 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59636956/,£375 pcm,Room to rent,"Overton Grove, Birmingham B27",Listed on 6th Sep 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57680047/,£750 pcm,3 bed end terrace house to rent,"Winslow Avenue, Ward End B8",Listed on 6th Sep 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/56097229/,"£1,000 pcm",2 bed flat to rent,"Upper Marshall Street, Birmingham B1",Listed on 6th Sep 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/52113935/,"£1,000 pcm",3 bed terraced house to rent,"Lount Walk, Birmingham B19",Listed on 4th Sep 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/59612989/,"£1,160 pcm",4 bed end terrace house to rent,"Sandhurst Road, Moseley, Birmingham B13",Listed on 3rd Sep 2021,4,1,2
https://www.zoopla.co.uk//to-rent/details/55078627/,£400 pcm,Terraced house to rent,"Court Lane, Erdington, Birmingham B23",Listed on 2nd Sep 2021,N/A,2,1
https://www.zoopla.co.uk//to-rent/details/59604357/,£800 pcm,2 bed flat to rent,"Boundary Drive, Moseley, Birmingham B13",Listed on 2nd Sep 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/59603582/,"£1,605 pcm",2 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 2nd Sep 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/53145261/,£375 pcm,Room to rent,"Gresley Grove, Erdington, Birmingham, West Midlands B23",Listed on 2nd Sep 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59603220/,£994 pcm,1 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 2nd Sep 2021,1,2,N/A
https://www.zoopla.co.uk//to-rent/details/59602255/,£628 pcm,1 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 2nd Sep 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59597193/,"£2,167 pcm",4 bed semi-detached house to rent,"24 Underwood Close, Edgbaston, Birmingham B15",Listed on 1st Sep 2021,4,4,2
https://www.zoopla.co.uk//to-rent/details/59592268/,"£1,170 pcm",3 bed terraced house to rent,"33 Lottie Road, Selly Oak, Birmingham B29",Listed on 1st Sep 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/50788695/,£775 pcm,3 bed terraced house to rent,"Greenfinch Road, Smiths Wood, Birmingham B36",Listed on 1st Sep 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/55183453/,£43 pcm,Room to rent,"Coventry Road, Small Heath, Birmingham B10",Listed on 1st Sep 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/59590248/,£450 pcm,Room to rent,"Fladbury Crescent, Birmingham B29",Listed on 1st Sep 2021,1,2,N/A
https://www.zoopla.co.uk//to-rent/details/53160052/,"£1,300 pcm",2 bed flat to rent,"Washington Wharf, Birmingham B1",Listed on 31st Aug 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59584841/,£750 pcm,3 bed terraced house to rent,"Oxhill Road, Handsworth, Birmingham B21",Listed on 31st Aug 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/59582013/,£446 pcm,3 bed property to rent,"North Road, Edgbaston, Birmingham B29",Listed on 31st Aug 2021,3,3,1
https://www.zoopla.co.uk//to-rent/details/59580163/,£750 pcm,Studio to rent,"Northfield, Birmingham B31",Listed on 30th Aug 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/59578686/,£442 pcm,Room to rent,"Jiggins Lane, Birmingham B32",Listed on 30th Aug 2021,1,2,N/A
https://www.zoopla.co.uk//to-rent/details/59567070/,"£1,150 pcm",4 bed flat to rent,"Stirling Road, Edgbaston, Birmingham B16",Listed on 27th Aug 2021,4,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59565865/,£420 pcm,Room to rent,"Summerfield Cresent, Edgbaston, Birmingham B16",Listed on 27th Aug 2021,1,4,N/A
https://www.zoopla.co.uk//to-rent/details/59564336/,"£1,300 pcm",3 bed flat to rent,"Meriden Street, Birmingham B5",Listed on 27th Aug 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/58341182/,£43 pcm,Room to rent,"Sarehole Road, Hall Green, Birmingham B28",Listed on 27th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59558141/,"£1,950 pcm",5 bed semi-detached house to rent,"171 Tiverton Road, Selly Oak, Birmingham B29",Listed on 26th Aug 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/40241523/,£795 pcm,1 bed flat to rent,"Navigation Street, Birmingham B5",Listed on 24th Aug 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/38992472/,£750 pcm,Studio to rent,"Wavers Marston, Marston Green, Birmingham B37",Listed on 24th Aug 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59534091/,"£1,027 pcm",3 bed semi-detached house to rent,"34 Leasow Drive, Harborne, Birmingham B15",Listed on 24th Aug 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/56020468/,£400 pcm,Room to rent,"Spring Grove, Naden Road, Hockley, Birmingham B19",Listed on 24th Aug 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/54375379/,"£1,295 pcm",2 bed flat to rent,"Wharfside Street, Birmingham, Birmingham, West Midlands B1",Listed on 23rd Aug 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59530190/,£347 pcm,5 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 23rd Aug 2021,5,1,1
https://www.zoopla.co.uk//to-rent/details/59527546/,£628 pcm,1 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 23rd Aug 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59525594/,"£1,200 pcm",1 bed flat to rent,"128 Morville Street, Birmingham B16",Listed on 23rd Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59524728/,£303 pcm,11 bed shared accommodation to rent,"Linwood Road Handsworth, Birmingham B21",Listed on 23rd Aug 2021,11,6,2
https://www.zoopla.co.uk//to-rent/details/57791582/,"£1,500 pcm",2 bed flat to rent,"Exchange Square, The Priory Queensway, Birmingham B4",Listed on 21st Aug 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/59507847/,£499 pcm,1 bed terraced house to rent,"Dawlish Road, Selly Oak, Student House Share B29",Listed on 20th Aug 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/48304399/,£900 pcm,3 bed terraced house to rent,"Quinton Road, Harborne, Birmingham B17",Listed on 18th Aug 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/59479108/,£60 pcm,2 bed shared accommodation to rent,"Oscott Road, Perry Barr B42",Listed on 17th Aug 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59479004/,£60 pcm,2 bed shared accommodation to rent,"Summer Road, Erdington B23",Listed on 17th Aug 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59478967/,£60 pcm,2 bed shared accommodation to rent,"Albert Road, Handsworth B21",Listed on 17th Aug 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59455491/,"£1,300 pcm",2 bed flat to rent,"Scotland Street, Birmingham B1",Listed on 13th Aug 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59451667/,£195 pcm,Room to rent,"Portland Road, Birmingham B16",Listed on 13th Aug 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/53837380/,£412 pcm,5 bed property to rent,"Fladbury Crescent, Selly Oak, Birmingham B29",Listed on 13th Aug 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/59434761/,£400 pcm,1 bed terraced house to rent,"Pershore Road - Student Room Only, Selly Park, Birmingham B29",Listed on 12th Aug 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58126770/,£35 pcm,Room to rent,"Fifth Avenue, Bordesley Green, Birmingham B9",Listed on 10th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59418149/,£550 pcm,1 bed flat to rent,"Yardley Road, Acocks Green B27",Listed on 10th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59417379/,"£1,900 pcm",5 bed terraced house to rent,"Bournville Lane, Stirchley, Birmingham B30",Listed on 10th Aug 2021,5,3,1
https://www.zoopla.co.uk//to-rent/details/59409475/,"£7,500 pcm",21 bed detached house to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 9th Aug 2021,21,8,3
https://www.zoopla.co.uk//to-rent/details/59407774/,£625 pcm,Studio to rent,"Croydon Road, Selly Oak, Birmingham B29",Listed on 9th Aug 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/59407101/,£368 pcm,6 bed property to rent,"Bournville Lane, Bournville, Birmingham B30",Listed on 9th Aug 2021,6,4,N/A
https://www.zoopla.co.uk//to-rent/details/59405441/,£433 pcm,Room to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 9th Aug 2021,1,3,1
https://www.zoopla.co.uk//to-rent/details/59389081/,£550 pcm,1 bed flat to rent,"Wellhead Lane, Birmingham B42",Listed on 6th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59389135/,£43 pcm,Room to rent,"Daisy Road, Birmingham B16",Listed on 6th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59389080/,£43 pcm,Room to rent,"Brook Cottages, Birmingham B25",Listed on 6th Aug 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/59388860/,£43 pcm,Room to rent,"Selcroft Avenue, Birmingham B32",Listed on 6th Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59388555/,"£2,340 pcm",6 bed semi-detached house to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 6th Aug 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/45805140/,£425 pcm,Room to rent,"Hillaries Rd, Erdington, Birmingham B23",Listed on 5th Aug 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59369813/,£429 pcm,1 bed terraced house to rent,"Anderson Road, Smethwick, West Midlands B66",Listed on 4th Aug 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59366989/,"£1,280 pcm",2 bed flat to rent,"Severn Street, Birmingham B1",Listed on 4th Aug 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/56492973/,"£1,803 pcm",4 bed shared accommodation to rent,"Corisande Road, Birmingham, West Midlands B29",Listed on 4th Aug 2021,4,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/58299443/,£500 pcm,1 bed flat to rent,"Pershore Road, Stirchley B30",Listed on 3rd Aug 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59357356/,£360 pcm,Room to rent,"Chester Road, Sutton Coldfield B73",Listed on 3rd Aug 2021,1,2,N/A
https://www.zoopla.co.uk//to-rent/details/59351982/,£368 pcm,4 bed property to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 3rd Aug 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/55419200/,£650 pcm,2 bed flat to rent,"Washwood Heath Road, Birmingham B8",Listed on 2nd Aug 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/59345196/,£850 pcm,3 bed terraced house to rent,"Gough Road, Birmingham B11",Listed on 2nd Aug 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/59341920/,£850 pcm,3 bed terraced house to rent,"Ridgeway, Birmingham, West Midlands B17",Listed on 2nd Aug 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/59341030/,£975 pcm,3 bed property to rent,"School Terrace, Hubert Road, Selly Oak, Birmingham B29",Listed on 2nd Aug 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/59333758/,"£1,450 pcm",Room to rent,"Wardour Drive, Chelmsley Wood B37",Listed on 31st Jul 2021,1,3,1
https://www.zoopla.co.uk//to-rent/details/59333755/,"£1,450 pcm",Room to rent,"Wardour Drive, Chelmsley Wood B37",Listed on 31st Jul 2021,1,3,1
https://www.zoopla.co.uk//to-rent/details/56990477/,"£1,600 pcm",5 bed semi-detached house to rent,"Reservoir Road, Selly Oak, Birmingham, - Five Bedroom Semi-Detached B29",Listed on 29th Jul 2021,5,1,1
https://www.zoopla.co.uk//to-rent/details/59314716/,£100 pcm,Room to rent,"Timbers Way, Sparkbrook, Birmingham B11",Listed on 29th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/55376047/,£43 pcm,Room to rent,"Clevedon Road, Balsall Heath, Birmingham B12",Listed on 29th Jul 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/59304627/,"£3,120 pcm",8 bed shared accommodation to rent,"Reservoir Road, Birmingham B16",Listed on 28th Jul 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/59293803/,£875 pcm,2 bed flat to rent,"Flat 12 Priory Court, 241 Pershore Road, Edgbaston, Birmingham B5",Listed on 27th Jul 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59292861/,£120 pcm,Room to rent,"Eva Road, Birmingham B18",Listed on 27th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59287017/,£750 pcm,1 bed flat to rent,"Stanmore Road, Edgbaston, Birmingham B16",Listed on 26th Jul 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59280525/,"£1,000 pcm",4 bed terraced house to rent,"Montague Road, Smethwick B66",Listed on 26th Jul 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59277034/,"£1,000 pcm",Room to rent,"Meadway, Birmingham B33",Listed on 25th Jul 2021,1,5,1
https://www.zoopla.co.uk//to-rent/details/59277031/,£450 pcm,Room to rent,"Meadway, Birmingham B33",Listed on 25th Jul 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/59277074/,£500 pcm,Room to rent,"Meadway, Birmingham B33",Listed on 24th Jul 2021,1,5,N/A
https://www.zoopla.co.uk//to-rent/details/59277027/,"£1,000 pcm",2 bed shared accommodation to rent,"Whitebeam Road, Birmingham B37",Listed on 24th Jul 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59277000/,£500 pcm,Room to rent,"Arbor Way, Birmingham B37",Listed on 24th Jul 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59260126/,"£1,000 pcm",2 bed flat to rent,"Stanmore Road, Edgbaston, Birmingham B16",Listed on 22nd Jul 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59247056/,"£1,450 pcm",5 bed terraced house to rent,"Highbury Road, Birmingham B14",Listed on 21st Jul 2021,5,2,N/A
https://www.zoopla.co.uk//to-rent/details/59232755/,£625 pcm,1 bed flat to rent,"Salisbury Road, Smethwick B66",Listed on 20th Jul 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59232592/,£625 pcm,1 bed flat to rent,"Salisbury Road, Smethwick B66",Listed on 20th Jul 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/59226178/,£949 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226185/,£776 pcm,1 bed flat to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226186/,£845 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226187/,£689 pcm,1 bed flat to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226175/,£672 pcm,1 bed flat to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226166/,£845 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226171/,£889 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226172/,£906 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59226170/,£733 pcm,1 bed flat to rent,"Aston Street, Birmingham B4",Listed on 19th Jul 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/59218969/,£455 pcm,4 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 19th Jul 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59205540/,£65 pcm,Room to rent,"Putney Road, Birmingham B20",Listed on 16th Jul 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/59201540/,"£1,647 pcm",4 bed semi-detached house to rent,"12, Harrow Road, Selly Oak, Birmingham B29",Listed on 16th Jul 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59172376/,£628 pcm,1 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 13th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59172120/,£602 pcm,1 bed flat to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 13th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59172076/,£602 pcm,1 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 13th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59161029/,£390 pcm,Room to rent,"Barnes Hill, Birmingham B29",Listed on 12th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59146540/,£325 pcm,3 bed property to rent,"Exeter Road, Selly Oak, Birmingham B29",Listed on 9th Jul 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/59136922/,£100 pcm,Room to rent,"Laxey Road, Birmingham B16",Listed on 8th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59136924/,£100 pcm,Room to rent,"Norfolk Road, Erdington, Birmingham B23",Listed on 8th Jul 2021,1,5,N/A
https://www.zoopla.co.uk//to-rent/details/59131407/,"£1,500 pcm",2 bed flat to rent,"Church Road, Edgbaston, Birmingham B15",Listed on 8th Jul 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/59127417/,"£2,600 pcm",6 bed detached house to rent,"15 Teignmouth Road, Selly Oak, Birmingham B29",Listed on 8th Jul 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/59120253/,"£1,473 pcm",4 bed terraced house to rent,"39 Lottie Road, Selly Oak, Birmingham B29",Listed on 7th Jul 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59113633/,"£1,812 pcm",1 bed flat to rent,"Sherborne Street, Edgbaston, Birmingham B16",Listed on 6th Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59107058/,£403 pcm,4 bed flat to rent,"Gleave Road, Selly Oak, Birmingham B29",Listed on 6th Jul 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/49473560/,£464 pcm,6 bed property to rent,"Harold Road, Edgbaston, Birmingham B16",Listed on 6th Jul 2021,6,2,N/A
https://www.zoopla.co.uk//to-rent/details/59105219/,"£1,491 pcm",4 bed terraced house to rent,"5 Herons Way, Selly Oak, Birmingham B29",Listed on 6th Jul 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59098552/,"£1,950 pcm",3 bed detached house to rent,"Pavenham Drive, Birmingham B5",Listed on 6th Jul 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/45805138/,£450 pcm,Room to rent,"Hillaries Road, Erdington, Birmingham B23",Listed on 2nd Jul 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/54151439/,£975 pcm,3 bed semi-detached house to rent,"Frederick Road, Stechford B33",Listed on 30th Jun 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/59040220/,£750 pcm,3 bed maisonette to rent,"Westthorpe Grove, Hockley, Birmingham B19",Listed on 29th Jun 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/59034670/,"£1,560 pcm",4 bed terraced house to rent,"Tiverton Road, Birmingham B29",Listed on 29th Jun 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/42326683/,£435 pcm,Studio to rent,"Hunton Rd, West Midlands B23",Listed on 29th Jun 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/42978329/,£305 pcm,Room to rent,"Chester Rd, Erdington B24",Listed on 29th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/37390985/,£385 pcm,Room to rent,"Church Rd, Erdington B24",Listed on 29th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/39249018/,£315 pcm,Room to rent,"Church Rd, Erdington West Midlands B24",Listed on 29th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/59025730/,"£1,560 pcm",4 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 28th Jun 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/59013679/,"£1,560 pcm",4 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 26th Jun 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/58995233/,"£1,000 pcm",Studio to rent,"Aston Street, Birmingham B4",Listed on 24th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58995075/,£700 pcm,Room to rent,"Aston Street, Birmingham B4",Listed on 24th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58995051/,£800 pcm,Studio to rent,"Aston Street, Birmingham B4",Listed on 24th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58980747/,"£1,053 pcm",3 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 23rd Jun 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/39500766/,£500 pcm,1 bed property to rent,"Wavers Marston, Marston Green, Birmingham B37",Listed on 22nd Jun 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/58971761/,£575 pcm,Studio to rent,"543A Bristol Road, Selly Oak, Birmingham B29",Listed on 22nd Jun 2021,N/A,1,1
https://www.zoopla.co.uk//to-rent/details/58966260/,£100 pcm,Room to rent,"South Road, Erdington, Birmingham B23",Listed on 22nd Jun 2021,1,6,N/A
https://www.zoopla.co.uk//to-rent/details/58960653/,£900 pcm,5 bed flat to rent,"Birchfield Road, Perry Barr B20",Listed on 21st Jun 2021,5,1,N/A
https://www.zoopla.co.uk//to-rent/details/49261745/,£425 pcm,3 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 18th Jun 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/49275604/,£429 pcm,3 bed property to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 17th Jun 2021,3,2,N/A
https://www.zoopla.co.uk//to-rent/details/51652341/,£675 pcm,1 bed flat to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 16th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/55245200/,£675 pcm,1 bed flat to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 16th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904051/,£802 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904056/,£694 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904027/,£759 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904036/,£737 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904037/,£780 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904045/,£672 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904046/,£802 pcm,Studio to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904063/,£715 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904064/,£845 pcm,Studio to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904022/,£824 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904057/,£824 pcm,Studio to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904038/,£867 pcm,Studio to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/58904021/,£650 pcm,1 bed flat to rent,"60 Lancaster Street Birmingham 7Bz, Birmingham B4",Listed on 15th Jun 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/49494825/,£533 pcm,2 bed shared accommodation to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 10th Jun 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/51039266/,£550 pcm,6 bed property to rent,"Teignmouth Road, Selly Oak B29",Listed on 10th Jun 2021,6,6,N/A
https://www.zoopla.co.uk//to-rent/details/58838605/,£100 pcm,Room to rent,"Goosemoor Lane, Birmingham B23",Listed on 8th Jun 2021,1,2,N/A
