link,price,title,location,post-date,bedrooms,bathrooms,receptions,type,postcode
https://www.zoopla.co.uk//to-rent/details/60138432/,1065,3 bed flat to rent,"Bottetourt Road, Selly Oak, Birmingham B29",Listed on 8th Nov 2021,3.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/42099330/,700,1 bed flat to rent,"Park Hill, Moseley B13",Listed on 8th Nov 2021,1.0,1.0,,flat,B13
https://www.zoopla.co.uk//to-rent/details/60137674/,1250,4 bed terraced house to rent,"Anderson Road, Edgbaston B66",Listed on 7th Nov 2021,4.0,2.0,,terraced house,B66
https://www.zoopla.co.uk//to-rent/details/60137658/,3120,6 bed terraced house to rent,"George Road, Selly Oak, Birmingham B29",Listed on 7th Nov 2021,6.0,5.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/55440790/,900,3 bed property to rent,"Beaconsfield Road, Balsall Heath, Birmingham B12",Listed on 7th Nov 2021,3.0,,,property,B12
https://www.zoopla.co.uk//to-rent/details/60136694/,950,3 bed semi-detached house to rent,"Bell Close, Smithswood, Birmingham B36",Listed on 6th Nov 2021,3.0,1.0,1.0,semi-detached house,B36
https://www.zoopla.co.uk//to-rent/details/56527452/,800,1 bed flat to rent,"299 Pershore Road South, Birmingham B30",Listed on 6th Nov 2021,1.0,1.0,1.0,flat,B30
https://www.zoopla.co.uk//to-rent/details/60136610/,850,3 bed property to rent,"Braemar Drive, Birmingham B23",Listed on 6th Nov 2021,3.0,1.0,1.0,property,B23
https://www.zoopla.co.uk//to-rent/details/49476397/,485,2 bed property to rent,"Seymour Close, Selly Park, Birmingham B29",Listed on 6th Nov 2021,2.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/50541014/,485,2 bed flat to rent,"Seymour Close, Selly Park, Birmingham B29",Listed on 6th Nov 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/53004529/,394,4 bed property to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/53073182/,368,4 bed property to rent,"East Drive, Birmingham B5",Listed on 6th Nov 2021,4.0,1.0,1.0,property,B5
https://www.zoopla.co.uk//to-rent/details/49297214/,425,6 bed property to rent,"Roman Way, Edgbaston, Birmingham B15",Listed on 6th Nov 2021,6.0,2.0,,property,B15
https://www.zoopla.co.uk//to-rent/details/53288406/,542,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,6.0,3.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/55719082/,459,5 bed property to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,5.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60136035/,381,7 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,7.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49484683/,585,6 bed property to rent,"Pershore Road, Stirchley, Birmingham B30",Listed on 6th Nov 2021,6.0,6.0,,property,B30
https://www.zoopla.co.uk//to-rent/details/53183202/,498,3 bed flat to rent,"Court Oak Road, Harborne, Birmingham B17",Listed on 6th Nov 2021,3.0,1.0,1.0,flat,B17
https://www.zoopla.co.uk//to-rent/details/57796695/,442,2 bed property to rent,"Wellman Croft, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,2.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60136033/,750,1 bed property to rent,"Alton Road, Birmingham B29",Listed on 6th Nov 2021,1.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60136034/,420,6 bed property to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60135911/,1195,4 bed terraced house to rent,"Anderson Road, Bearwood, Smethwick B66",Listed on 6th Nov 2021,4.0,2.0,2.0,terraced house,B66
https://www.zoopla.co.uk//to-rent/details/51153785/,900,3 bed property to rent,"St. Marys Road, Bearwood, Smethwick B67",Listed on 6th Nov 2021,3.0,,,property,B67
https://www.zoopla.co.uk//to-rent/details/60135168/,1235,4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 6th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60132835/,1200,4 bed property to rent,"Varley Road, Birmingham B24",Listed on 5th Nov 2021,4.0,1.0,2.0,property,B24
https://www.zoopla.co.uk//to-rent/details/51465779/,850,2 bed flat to rent,"42 George Street, Birmingham B3",Listed on 5th Nov 2021,2.0,1.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/60132829/,685,1 bed flat to rent,"Coventry Road, Birmingham B25",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B25
https://www.zoopla.co.uk//to-rent/details/60145435/,685,1 bed flat to rent,"Coventry Road, Birmingham B25",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B25
https://www.zoopla.co.uk//to-rent/details/60174854/,725,1 bed flat to rent,"Coventry Road, Birmingham B25",Listed on 5th Nov 2021,1.0,,,flat,B25
https://www.zoopla.co.uk//to-rent/details/60132797/,950,3 bed property to rent,"Florence Road, Birmingham B27",Listed on 5th Nov 2021,3.0,1.0,2.0,property,B27
https://www.zoopla.co.uk//to-rent/details/60131929/,1095,2 bed flat to rent,"St. Pauls Place, 40 St. Pauls Square, Birmingham B3",Listed on 5th Nov 2021,2.0,1.0,,flat,B3
https://www.zoopla.co.uk//to-rent/details/49684876/,625,2 bed flat to rent,"Alcester Road South, Kings Heath, Birmingham B14",Listed on 5th Nov 2021,2.0,1.0,,flat,B14
https://www.zoopla.co.uk//to-rent/details/60131565/,455,Studio to rent,"Drayton Rd, Kings Heath B14",Listed on 5th Nov 2021,,1.0,,studio,B14
https://www.zoopla.co.uk//to-rent/details/60131539/,525,Room to rent,"Corbett Street, Smethwick B66",Listed on 5th Nov 2021,1.0,5.0,,room,B66
https://www.zoopla.co.uk//to-rent/details/49484581/,520,7 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,7.0,7.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49528483/,455,7 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,7.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60131523/,542,8 bed semi-detached house to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,8.0,8.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60131525/,550,8 bed property to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,8.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/51378500/,533,6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/49466658/,529,7 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,7.0,7.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60131461/,511,6 bed terraced house to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,2.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/47714139/,407,4 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49436502/,472,3 bed property to rent,"Harborne Park Road, Harborne, Birmingham B17",Listed on 5th Nov 2021,3.0,1.0,,property,B17
https://www.zoopla.co.uk//to-rent/details/49464955/,542,5 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,5.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49494913/,368,4 bed property to rent,"Umberslade Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/53231841/,494,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/56451760/,399,6 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/57567383/,420,5 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49296379/,446,4 bed property to rent,"Metchley Lane, Harborne, Birmingham B17",Listed on 5th Nov 2021,4.0,2.0,1.0,property,B17
https://www.zoopla.co.uk//to-rent/details/51773051/,520,2 bed shared accommodation to rent,"Escelie Way, Birmingham B29",Listed on 5th Nov 2021,2.0,1.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/55861523/,373,3 bed semi-detached house to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,1.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/49265347/,455,2 bed maisonette to rent,"Lodge Hill Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,2.0,1.0,1.0,maisonette,B29
https://www.zoopla.co.uk//to-rent/details/50243329/,800,1 bed flat to rent,"Frederick Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,,flat,B29
https://www.zoopla.co.uk//to-rent/details/54484035/,700,Studio to rent,"Selly Oak, Birmingham, West Midlands B29",Listed on 5th Nov 2021,1.0,,,studio,B29
https://www.zoopla.co.uk//to-rent/details/52665910/,464,2 bed shared accommodation to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,2.0,1.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/60131055/,1716,4 bed terraced house to rent,"210 Dawlish Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60131006/,1907,4 bed terraced house to rent,"40 Harrow Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60130944/,1734,4 bed terraced house to rent,"Coronation Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60130885/,2752,5 bed semi-detached house to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,5.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60130741/,1235,3 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60130728/,1768,4 bed semi-detached house to rent,"90 Hubert Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60130709/,2167,5 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/55548705/,1550,3 bed flat to rent,"Longleat Avenue, Edgbaston, Birmingham B15",Listed on 5th Nov 2021,3.0,3.0,,flat,B15
https://www.zoopla.co.uk//to-rent/details/60130635/,2167,5 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/45971226/,1105,3 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,1.0,2.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/51973215/,499,Room to rent,"Alexander Road, Acocks Green B27",Listed on 5th Nov 2021,1.0,6.0,,room,B27
https://www.zoopla.co.uk//to-rent/details/60130592/,1872,4 bed semi-detached house to rent,"47 Alton Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60130543/,2860,6 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/45883519/,975,3 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,1.0,2.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/57091518/,699,6 bed shared accommodation to rent,"Coney Green Drive, Birmingham B31",Listed on 5th Nov 2021,6.0,6.0,,shared accommodation,B31
https://www.zoopla.co.uk//to-rent/details/60130434/,2340,6 bed terraced house to rent,"Alton Road, Birmingham B29",Listed on 5th Nov 2021,6.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60130318/,825,2 bed flat to rent,"Equipoint, 1506 Coventry Road, Yardley, West Midlands B25",Listed on 5th Nov 2021,2.0,2.0,1.0,flat,B25
https://www.zoopla.co.uk//to-rent/details/60130234/,1647,4 bed semi-detached house to rent,"15 Dawlish Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60130177/,1438,4 bed terraced house to rent,"Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60130155/,780,3 bed property to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60130106/,2817,5 bed terraced house to rent,"Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,5.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60129948/,2232,5 bed terraced house to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60129945/,780,3 bed property to rent,"Selly Hill Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60129346/,1339,3 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,3.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/46198402/,1820,4 bed terraced house to rent,"Cross Farm Road, Harborne, Birmingham B17",Listed on 5th Nov 2021,4.0,2.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60129229/,832,2 bed flat to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,2.0,2.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/53265368/,1600,2 bed flat to rent,"Scholars Gate, Severn Street, Birmingham B1",Listed on 5th Nov 2021,2.0,2.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/45883530/,1508,4 bed end terrace house to rent,"Harborne Lane, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,4.0,1.0,1.0,end terrace house,B29
https://www.zoopla.co.uk//to-rent/details/60129117/,824,2 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,2.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60128960/,2808,6 bed detached house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,2.0,1.0,detached house,B29
https://www.zoopla.co.uk//to-rent/details/60128954/,630,Room to rent,"Granville St, Birmingham B16",Listed on 5th Nov 2021,1.0,1.0,,room,B16
https://www.zoopla.co.uk//to-rent/details/60128821/,2059,5 bed terraced house to rent,"Luton Road, Bournbrook, Birmingham B29",Listed on 5th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60128715/,3250,6 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60128717/,500,Room to rent,"Liberty Mews, Birmingham B15",Listed on 5th Nov 2021,1.0,1.0,,room,B15
https://www.zoopla.co.uk//to-rent/details/60128349/,850,2 bed semi-detached house to rent,"Dunedin Road, Great Barr, Birmingham B44",Listed on 5th Nov 2021,2.0,1.0,1.0,semi-detached house,B44
https://www.zoopla.co.uk//to-rent/details/60128217/,1050,2 bed flat to rent,"Gilldown Place, Edgbaston, Birmingham B15",Listed on 5th Nov 2021,2.0,1.0,1.0,flat,B15
https://www.zoopla.co.uk//to-rent/details/60128095/,1050,2 bed flat to rent,"Gilldown Place, Birmingham B15",Listed on 5th Nov 2021,2.0,1.0,,flat,B15
https://www.zoopla.co.uk//to-rent/details/60127918/,1100,2 bed flat to rent,"Upper Marshall Street, Birmingham B1",Listed on 5th Nov 2021,2.0,2.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/57692143/,275,Studio to rent,"Cecil Road, Erdington, Birmingham B24",Listed on 5th Nov 2021,,,,studio,B24
https://www.zoopla.co.uk//to-rent/details/52499999/,775,1 bed flat to rent,"Rs Apartments, Lindon House, Heeley Road, Selly Oak, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60127266/,1500,2 bed flat to rent,"East Timber Yard, 118 Pershore Street, Birmingham, Birmingham B5",Listed on 5th Nov 2021,2.0,2.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/60127172/,575,1 bed flat to rent,"Leach Green Lane, Rednal, Birmingham B45",Listed on 5th Nov 2021,1.0,,,flat,B45
https://www.zoopla.co.uk//to-rent/details/60127143/,875,1 bed flat to rent,"St. Pauls Square, Birmingham B3",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/52608860/,775,1 bed flat to rent,"Lindon House, Heeley Road, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/52594967/,775,1 bed flat to rent,"Lindon House, Heeley Road, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/57214595/,775,1 bed flat to rent,"Rs Apartments, Lindon House, Heeley Road, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/52594948/,775,1 bed flat to rent,"Lindon House, Heeley Road, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60126631/,1000,1 bed flat to rent,"East Timber Yard, 118 Pershore Street, Birmingham, Birmingham B5",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/60126517/,975,2 bed flat to rent,"Cross Court, 2351 Coventry Road, Birmingham B26",Listed on 5th Nov 2021,2.0,1.0,1.0,flat,B26
https://www.zoopla.co.uk//to-rent/details/60126133/,1095,2 bed flat to rent,"Elmley Lodge, Old Church Road, Harborne, Birmingham B17",Listed on 5th Nov 2021,2.0,1.0,1.0,flat,B17
https://www.zoopla.co.uk//to-rent/details/60126096/,850,1 bed flat to rent,"George Street, Birmingham B3",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/52968664/,775,1 bed flat to rent,"Rs Apartments, Lindon House, Heeley Road, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60125599/,625,1 bed flat to rent,"Boldmere Close, Sutton Coldfield B73",Listed on 5th Nov 2021,1.0,1.0,1.0,flat,B73
https://www.zoopla.co.uk//to-rent/details/60125442/,40,Room to rent,"Ilsham Grove, Longbridge, Northfield, Birmingham B31",Listed on 5th Nov 2021,1.0,1.0,1.0,room,B31
https://www.zoopla.co.uk//to-rent/details/60124641/,350,Room to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 5th Nov 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60124640/,1425,3 bed terraced house to rent,"Selsey Road, Edgbaston, Birmingham B17",Listed on 5th Nov 2021,3.0,1.0,,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/39924776/,850,2 bed terraced house to rent,"Moorpool Terrace, Harborne, Birmingham B17",Listed on 5th Nov 2021,2.0,,,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60124434/,1495,2 bed flat to rent,"Lordswood Road, Harborne, Birmngham B17",Listed on 5th Nov 2021,2.0,,,flat,B17
https://www.zoopla.co.uk//to-rent/details/60124435/,995,1 bed flat to rent,"Lordswood Road, Harborne, Birmingham B17",Listed on 5th Nov 2021,1.0,,,flat,B17
https://www.zoopla.co.uk//to-rent/details/60124387/,1200,2 bed flat to rent,"Ryland Street, Birmingham B16",Listed on 5th Nov 2021,2.0,2.0,,flat,B16
https://www.zoopla.co.uk//to-rent/details/60124175/,750,3 bed terraced house to rent,"Birstall Way, Northfield, Birmingham B38",Listed on 5th Nov 2021,3.0,1.0,,terraced house,B38
https://www.zoopla.co.uk//to-rent/details/39276986/,700,2 bed flat to rent,"York Road, Edgbaston, Birmingham B16",Listed on 4th Nov 2021,2.0,1.0,1.0,flat,B16
https://www.zoopla.co.uk//to-rent/details/46758918/,625,1 bed flat to rent,"Savoy Close, Harborne, Birmingham B32",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B32
https://www.zoopla.co.uk//to-rent/details/60123922/,525,1 bed flat to rent,"Idmiston Croft, Druids Heath, Birmingham B14",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B14
https://www.zoopla.co.uk//to-rent/details/60123464/,1185,3 bed terraced house to rent,"Shawhurst Lane, Hollywood B47",Listed on 4th Nov 2021,3.0,1.0,2.0,terraced house,B47
https://www.zoopla.co.uk//to-rent/details/60122828/,850,2 bed flat to rent,"Rea Court, 161 Cheapside, Birmingham B12",Listed on 4th Nov 2021,2.0,1.0,,flat,B12
https://www.zoopla.co.uk//to-rent/details/53707288/,380,Room to rent,"Elmdon Road, Acocks Green B27",Listed on 4th Nov 2021,1.0,1.0,,room,B27
https://www.zoopla.co.uk//to-rent/details/60122509/,700,Room to rent,"Staniforth Street, Birmingham B4",Listed on 4th Nov 2021,1.0,1.0,,room,B4
https://www.zoopla.co.uk//to-rent/details/60122507/,1100,Studio to rent,"Staniforth Street, Birmingham B4",Listed on 4th Nov 2021,1.0,1.0,,studio,B4
https://www.zoopla.co.uk//to-rent/details/54470991/,775,1 bed flat to rent,"Lindon House, Heeley Road, Birmingham B29",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60121744/,950,3 bed semi-detached house to rent,"Chessetts Grove, Kings Heath B13",Listed on 4th Nov 2021,3.0,1.0,2.0,semi-detached house,B13
https://www.zoopla.co.uk//to-rent/details/52500744/,1200,2 bed flat to rent,"Rs Apartments, Lindon House, Heeley Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60121073/,500,Room to rent,"Tangmere Drive, Castle Vale, Birmingham B35",Listed on 4th Nov 2021,1.0,1.0,,room,B35
https://www.zoopla.co.uk//to-rent/details/47497358/,1200,2 bed flat to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/47497417/,1200,2 bed flat to rent,"Rs Apartments, Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/48369341/,750,1 bed flat to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60120230/,1300,2 bed flat to rent,"The Bank, Sheepcote Street, Birmingham B16",Listed on 4th Nov 2021,2.0,2.0,1.0,flat,B16
https://www.zoopla.co.uk//to-rent/details/60119340/,3380,6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60119108/,725,1 bed flat to rent,"Yardley Wood Road, Moseley, Birmingham B13",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B13
https://www.zoopla.co.uk//to-rent/details/48062082/,750,1 bed flat to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60118860/,1473,4 bed terraced house to rent,"Selly Oak, Birmingham B29",Listed on 4th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60118831/,1612,4 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/47764932/,750,1 bed flat to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60118769/,995,3 bed property to rent,"John Brooks Avenue, Smethwick B66",Listed on 4th Nov 2021,3.0,,,property,B66
https://www.zoopla.co.uk//to-rent/details/47764492/,750,1 bed flat to rent,"Rs Apartments, Hubert Road, Selly Oak, Birmingham B29",Listed on 4th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60118669/,1490,4 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 4th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/41753183/,1100,5 bed terraced house to rent,"Mere Road, Erdington, Birmingham B23",Listed on 4th Nov 2021,5.0,3.0,2.0,terraced house,B23
https://www.zoopla.co.uk//to-rent/details/50216056/,895,2 bed property to rent,"Goldthorne Avenue, Birmingham, West Midlands B26",Listed on 4th Nov 2021,2.0,1.0,2.0,property,B26
https://www.zoopla.co.uk//to-rent/details/60095536/,800,3 bed semi-detached house to rent,"Montague Road, Smethwick B66",Listed on 4th Nov 2021,3.0,1.0,1.0,semi-detached house,B66
https://www.zoopla.co.uk//to-rent/details/60117199/,825,1 bed flat to rent,"The Kettleworks, Pope Street, Birmingham B3",Listed on 4th Nov 2021,1.0,1.0,,flat,B3
https://www.zoopla.co.uk//to-rent/details/60117128/,650,2 bed flat to rent,"Grange Road, Kingsheath B14",Listed on 4th Nov 2021,2.0,1.0,1.0,flat,B14
https://www.zoopla.co.uk//to-rent/details/60116342/,695,2 bed flat to rent,"Woodleigh Court, Redditch Road, Kings Norton B38",Listed on 4th Nov 2021,2.0,1.0,,flat,B38
https://www.zoopla.co.uk//to-rent/details/60116292/,40,Room to rent,"Pooltail Walk, Northfield, Birmingham B31",Listed on 4th Nov 2021,1.0,1.0,1.0,room,B31
https://www.zoopla.co.uk//to-rent/details/60114564/,975,3 bed terraced house to rent,"Hawksworth Crescent, Chelmsley Wood, Birmingham B37",Listed on 3rd Nov 2021,3.0,2.0,1.0,terraced house,B37
https://www.zoopla.co.uk//to-rent/details/56718798/,875,3 bed property to rent,"Stechford, Birmingham B33",Listed on 3rd Nov 2021,3.0,3.0,1.0,property,B33
https://www.zoopla.co.uk//to-rent/details/50632202/,725,2 bed maisonette to rent,"Vesey Close, Birmingham B46",Listed on 3rd Nov 2021,2.0,1.0,1.0,maisonette,B46
