link,price,title,location,post-date,bedrooms,bathrooms,receptions,type,postcode
https://www.zoopla.co.uk//to-rent/details/60039497/,2253,4 bed terraced house to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4.0,4.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/52991527/,2470,6 bed semi-detached house to rent,"Gristhorpe Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,6.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60039461/,3094,6 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60039352/,2774,5 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,5.0,5.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/47365014/,754,2 bed flat to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60039135/,1526,4 bed terraced house to rent,"Alton Road, Birmingham B29",Listed on 25th Oct 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60039061/,1300,3 bed terraced house to rent,"Lingard Close, Nechells, Birmingham B7",Listed on 25th Oct 2021,3.0,1.0,1.0,terraced house,B7
https://www.zoopla.co.uk//to-rent/details/60039012/,910,2 bed flat to rent,"Heneage Place, Birmingham B7",Listed on 25th Oct 2021,2.0,1.0,1.0,flat,B7
https://www.zoopla.co.uk//to-rent/details/60038942/,3510,9 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,9.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/45883527/,2210,6 bed detached house to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,6.0,2.0,1.0,detached house,B29
https://www.zoopla.co.uk//to-rent/details/60038867/,4160,8 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,8.0,8.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038787/,2730,7 bed terraced house to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,7.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038609/,3172,6 bed terraced house to rent,"Croydon Road, Bournbrook, Birmingham B29",Listed on 25th Oct 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038505/,900,3 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,3.0,1.0,2.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038476/,1994,5 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038435/,1560,4 bed end terrace house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4.0,1.0,1.0,end terrace house,B29
https://www.zoopla.co.uk//to-rent/details/56735623/,1250,3 bed semi-detached house to rent,"Sedgehill Avenue, Harborne, Birmingham B17",Listed on 25th Oct 2021,3.0,1.0,1.0,semi-detached house,B17
https://www.zoopla.co.uk//to-rent/details/60038314/,1235,3 bed terraced house to rent,"Lottie Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,3.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60038238/,780,2 bed flat to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 25th Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60038195/,550,1 bed flat to rent,"Harborne Lane, Harborne, Birmingham B17",Listed on 25th Oct 2021,1.0,1.0,1.0,flat,B17
https://www.zoopla.co.uk//to-rent/details/45883520/,900,3 bed semi-detached house to rent,"Woodleigh Avenue, Harborne, Birmingham B17",Listed on 25th Oct 2021,3.0,1.0,1.0,semi-detached house,B17
https://www.zoopla.co.uk//to-rent/details/60036962/,3400,6 bed detached house to rent,"Woodview Drive, Edgbaston, Birmingham B15",Listed on 25th Oct 2021,6.0,3.0,3.0,detached house,B15
https://www.zoopla.co.uk//to-rent/details/60036030/,1995,3 bed end terrace house to rent,"Sherlock Street, Birmingham B5",Listed on 24th Oct 2021,3.0,2.0,1.0,end terrace house,B5
https://www.zoopla.co.uk//to-rent/details/45920844/,850,Studio to rent,"New Street, Birmingham B2",Listed on 24th Oct 2021,,1.0,1.0,studio,B2
https://www.zoopla.co.uk//to-rent/details/60034933/,675,2 bed flat to rent,"City Gate, Birmingham B23",Listed on 23rd Oct 2021,2.0,,,flat,B23
https://www.zoopla.co.uk//to-rent/details/50358324/,420,3 bed shared accommodation to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,3.0,1.0,,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/53091926/,412,4 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60034519/,533,2 bed flat to rent,"Tanners Way, Birmingham B29",Listed on 23rd Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60034520/,455,5 bed property to rent,"Newton Grove, Dartmouth Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,5.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/51719228/,455,3 bed property to rent,"Katie Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,3.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49275051/,377,4 bed shared accommodation to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,4.0,1.0,,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/49302414/,533,8 bed property to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,8.0,8.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/56607105/,529,2 bed flat to rent,"Masshouse Plaza, Birmingham B5",Listed on 23rd Oct 2021,2.0,1.0,,flat,B5
https://www.zoopla.co.uk//to-rent/details/56682461/,407,6 bed property to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/56760114/,438,5 bed property to rent,"Selly Park, Birmingham, West Midlands B29",Listed on 23rd Oct 2021,5.0,2.0,2.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60034501/,700,1 bed property to rent,"Alton Road, Birmingham B29",Listed on 23rd Oct 2021,1.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49436016/,412,7 bed property to rent,"Oak Tree Lane, Selly Oak, Birmingham B29",Listed on 23rd Oct 2021,7.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/54177443/,334,5 bed property to rent,"Leabon Grove, Harborne, Birmingham B17",Listed on 23rd Oct 2021,5.0,1.0,,property,B17
https://www.zoopla.co.uk//to-rent/details/60031347/,1500,4 bed property to rent,"Alum Rock Road, Birmingham B8",Listed on 22nd Oct 2021,4.0,2.0,2.0,property,B8
https://www.zoopla.co.uk//to-rent/details/60030197/,2652,6 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60030115/,3120,6 bed terraced house to rent,"Exeter Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60030011/,2167,5 bed end terrace house to rent,"Herbert Road, Small Heath, Birmingham B10",Listed on 22nd Oct 2021,5.0,2.0,1.0,end terrace house,B10
https://www.zoopla.co.uk//to-rent/details/49484782/,429,7 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,7.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49503302/,468,7 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,7.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60029894/,1734,4 bed semi-detached house to rent,"Ribblesdale Road, Stirchley, Birmingham B30",Listed on 22nd Oct 2021,4.0,3.0,1.0,semi-detached house,B30
https://www.zoopla.co.uk//to-rent/details/49484099/,386,6 bed property to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/54179242/,338,6 bed property to rent,"Lynwood Walk, Harborne, Birmingham B17",Listed on 22nd Oct 2021,6.0,2.0,,property,B17
https://www.zoopla.co.uk//to-rent/details/56123101/,498,6 bed property to rent,"George Road, Edgbaston, Birmingham B29",Listed on 22nd Oct 2021,6.0,5.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/47712781/,412,5 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,5.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60029840/,1560,4 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60029834/,2882,7 bed terraced house to rent,"80 Exeter Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,7.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/49483739/,494,5 bed property to rent,"Watford Road, Kings Norton, Birmingham B30",Listed on 22nd Oct 2021,5.0,5.0,,property,B30
https://www.zoopla.co.uk//to-rent/details/56607332/,390,6 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60029769/,2492,5 bed terraced house to rent,"7 Holly Grove, Selly Oak, Birmingham, Off Hubert Road B29",Listed on 22nd Oct 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60029725/,1495,3 bed terraced house to rent,"Croydon Road, Bournbrook, Birmingham B29",Listed on 22nd Oct 2021,3.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/49566352/,416,4 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,4.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/53154562/,399,4 bed property to rent,"George Road, Edgbaston, Birmingham B29",Listed on 22nd Oct 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/55268131/,412,4 bed terraced house to rent,"Gristhorpe Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/56289897/,520,4 bed property to rent,"Lodge Hill Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,4.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/56716718/,498,4 bed property to rent,"North Road, Edgbaston, Birmingham B29",Listed on 22nd Oct 2021,4.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/51628043/,485,2 bed shared accommodation to rent,"Leahurst Crescent, Harborne, Birmingham B17",Listed on 22nd Oct 2021,2.0,1.0,1.0,shared accommodation,B17
https://www.zoopla.co.uk//to-rent/details/53103619/,377,3 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,3.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/55865815/,442,3 bed flat to rent,"Selly Oak, Birmingham, West Midlands B29",Listed on 22nd Oct 2021,3.0,1.0,,flat,B29
https://www.zoopla.co.uk//to-rent/details/60029650/,1365,3 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,3.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60029565/,800,2 bed maisonette to rent,"Romford Close, Sheldon, Birmingham B26",Listed on 22nd Oct 2021,2.0,1.0,1.0,maisonette,B26
https://www.zoopla.co.uk//to-rent/details/56706080/,563,2 bed property to rent,"Greenfield Road, Harborne, Birmingham B17",Listed on 22nd Oct 2021,2.0,1.0,,property,B17
https://www.zoopla.co.uk//to-rent/details/51668453/,529,2 bed flat to rent,"Masshouse Plaza, Birmingham B5",Listed on 22nd Oct 2021,2.0,1.0,,flat,B5
https://www.zoopla.co.uk//to-rent/details/53056868/,559,2 bed property to rent,"Winnie Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,2.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60029187/,824,2 bed flat to rent,"Shenley Fields Road, Northfield, Birmingham B29",Listed on 22nd Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60029237/,760,2 bed flat to rent,"Boldmere Road, Boldmere, Sutton Coldfield B73",Listed on 22nd Oct 2021,2.0,1.0,1.0,flat,B73
https://www.zoopla.co.uk//to-rent/details/60028719/,824,2 bed flat to rent,"Shenley Fields Road, Northfield, Birmingham B29",Listed on 22nd Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/56707283/,825,1 bed flat to rent,"Cotton House, Fabrick Square, Digbeth, Birmingham B12",Listed on 22nd Oct 2021,1.0,1.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/58873056/,875,2 bed flat to rent,"The Point, 94 101 Cheapside, Digbeth, Birmingham B12",Listed on 22nd Oct 2021,2.0,2.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/60026961/,1295,4 bed semi-detached house to rent,"Woodgreen Road, Oldbury B68",Listed on 22nd Oct 2021,4.0,2.0,2.0,semi-detached house,B68
https://www.zoopla.co.uk//to-rent/details/60026696/,520,2 bed property to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,2.0,,,property,B29
https://www.zoopla.co.uk//to-rent/details/60025268/,825,3 bed town house to rent,"Guild Close, Ladywood, Birmingham B16",Listed on 22nd Oct 2021,3.0,1.0,1.0,town house,B16
https://www.zoopla.co.uk//to-rent/details/60024234/,875,2 bed flat to rent,"Flat 11, Priory Court, 241 Pershore Road, Edgbaston, Birmingham B5",Listed on 22nd Oct 2021,2.0,2.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/60024192/,875,2 bed flat to rent,"Flat 4 Priory Court, 241 Pershore Road, Edgbaston, Birmingham B5",Listed on 22nd Oct 2021,2.0,2.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/60024042/,3423,10 bed semi-detached house to rent,"117 Dawlish Road, Selly Oak, Birmingham B29",Listed on 22nd Oct 2021,10.0,3.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60024008/,40,2 bed shared accommodation to rent,"Gough Road, Greet, Birmingham B11",Listed on 22nd Oct 2021,2.0,2.0,1.0,shared accommodation,B11
https://www.zoopla.co.uk//to-rent/details/60023944/,1350,3 bed terraced house to rent,"Woodlands Park Road, Birmingham B30",Listed on 22nd Oct 2021,3.0,1.0,2.0,terraced house,B30
https://www.zoopla.co.uk//to-rent/details/59496707/,750,2 bed terraced house to rent,"Ridgeway, Edgbaston, Birmingham, West Midlands B17",Listed on 22nd Oct 2021,2.0,2.0,2.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60023023/,400,Studio to rent,"Bromford Lane, Washwood Heath, Birmingham B8",Listed on 22nd Oct 2021,1.0,1.0,1.0,studio,B8
https://www.zoopla.co.uk//to-rent/details/56835286/,650,1 bed flat to rent,"Acocks Green, Birmingham B27",Listed on 21st Oct 2021,1.0,1.0,1.0,flat,B27
https://www.zoopla.co.uk//to-rent/details/54302262/,940,5 bed detached house to rent,"Soho Avenue, Hockley, Birmingham B18",Listed on 21st Oct 2021,5.0,2.0,3.0,detached house,B18
https://www.zoopla.co.uk//to-rent/details/60021269/,550,Studio to rent,"The Broadway, Perry Barr B20",Listed on 21st Oct 2021,,1.0,,studio,B20
https://www.zoopla.co.uk//to-rent/details/57380539/,1350,2 bed flat to rent,"Arden Gate, Communication Row, Birmingham B15",Listed on 21st Oct 2021,2.0,2.0,1.0,flat,B15
https://www.zoopla.co.uk//to-rent/details/60019643/,600,1 bed flat to rent,"Shenley Lane, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,flat,B29
https://www.zoopla.co.uk//to-rent/details/60016812/,950,3 bed semi-detached house to rent,"Rosedene Drive, Handsworth Wood, Birmingham B20",Listed on 21st Oct 2021,3.0,1.0,2.0,semi-detached house,B20
https://www.zoopla.co.uk//to-rent/details/60015323/,760,Studio to rent,"Studio 208 - Burton Chambers, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60015288/,715,Studio to rent,"Studio 206 - Burton Chambers, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60015259/,760,Studio to rent,"Studio 205 - Burton Chambers, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60015164/,720,Studio to rent,"Studio 204 - Burton Chambers, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60015098/,720,Studio to rent,"Studio 202 - Burton Chambers, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60015072/,720,Studio to rent,"Studio 201, Burton Chambers, Selly Oak, 2 Dale Road, Birmingham B29",Listed on 21st Oct 2021,,1.0,1.0,studio,B29
https://www.zoopla.co.uk//to-rent/details/60014901/,550,Room to rent,"Room 10 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60014889/,425,Room to rent,"Woodstock Road, Moseley, Birmingham B13",Listed on 21st Oct 2021,1.0,1.0,1.0,room,B13
https://www.zoopla.co.uk//to-rent/details/60014876/,550,Room to rent,"Room 9 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60014850/,595,Room to rent,"Room 8 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60014767/,565,Room to rent,"Room 5 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/56412017/,675,1 bed maisonette to rent,"Pembroke Way, Birmingham B28",Listed on 21st Oct 2021,1.0,1.0,1.0,maisonette,B28
https://www.zoopla.co.uk//to-rent/details/60014480/,565,Room to rent,"Room 4 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60014364/,560,Room to rent,"Room 1 - Burton Chambers, 2 Dale Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,room,B29
https://www.zoopla.co.uk//to-rent/details/60014079/,628,1 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 21st Oct 2021,1.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60011365/,100,Room to rent,"Talbot Street, Birmingham B18",Listed on 20th Oct 2021,1.0,2.0,,room,B18
https://www.zoopla.co.uk//to-rent/details/49382797/,520,6 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,6.0,3.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49529125/,425,6 bed property to rent,"Fladbury Crescent, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60009950/,433,7 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,7.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60009943/,455,7 bed property to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,7.0,,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/53131600/,386,4 bed property to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49435714/,368,5 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,5.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49465435/,542,5 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,5.0,1.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/49124888/,442,3 bed property to rent,"Gleave Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,3.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/50618168/,455,2 bed flat to rent,"Oak Tree Lane, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/55794716/,481,3 bed flat to rent,"Seymour Close, Selly Park, Birmingham B29",Listed on 20th Oct 2021,3.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60009336/,3250,6 bed terraced house to rent,"Daisy Road, Edgbaston B16",Listed on 20th Oct 2021,6.0,6.0,1.0,terraced house,B16
https://www.zoopla.co.uk//to-rent/details/60009326/,2990,6 bed terraced house to rent,"Leslie Road, Edgbaston B16",Listed on 20th Oct 2021,6.0,3.0,1.0,terraced house,B16
https://www.zoopla.co.uk//to-rent/details/60008655/,2262,6 bed semi-detached house to rent,"60 Tiverton Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,3.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60008625/,2262,6 bed terraced house to rent,"58 Tiverton Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60008565/,2262,6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60008392/,2262,6 bed terraced house to rent,"50 Harrow Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60007675/,4203,10 bed terraced house to rent,"52 Harrow Road, Selly Oak, Birmingham B29",Listed on 20th Oct 2021,10.0,10.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60007137/,1500,3 bed property to rent,"Balsall Heath Road, Birmingham B5",Listed on 20th Oct 2021,3.0,,,property,B5
https://www.zoopla.co.uk//to-rent/details/46813351/,825,1 bed flat to rent,"Lexington Gardens, Birmingham B15",Listed on 20th Oct 2021,1.0,,,flat,B15
https://www.zoopla.co.uk//to-rent/details/56089626/,1200,3 bed semi-detached house to rent,"Stoney Lane, Balsall Heath, Birmingham B12",Listed on 20th Oct 2021,3.0,2.0,2.0,semi-detached house,B12
https://www.zoopla.co.uk//to-rent/details/55847593/,800,3 bed terraced house to rent,"Coxwell Gardens, Edgbaston, Birmingham B16",Listed on 20th Oct 2021,3.0,1.0,1.0,terraced house,B16
https://www.zoopla.co.uk//to-rent/details/48725385/,625,Studio to rent,"Olton Mere, Warwick Road, Solihull B92",Listed on 20th Oct 2021,,1.0,,studio,B92
https://www.zoopla.co.uk//to-rent/details/60005248/,750,2 bed flat to rent,"Watford Road, Kings Norton B30",Listed on 20th Oct 2021,2.0,1.0,,flat,B30
https://www.zoopla.co.uk//to-rent/details/60004893/,950,2 bed flat to rent,"Icknield Street, Birmingham B18",Listed on 20th Oct 2021,2.0,2.0,1.0,flat,B18
https://www.zoopla.co.uk//to-rent/details/60004471/,500,1 bed flat to rent,"Flat 1, 11 Newman Road, Birmingham B24",Listed on 20th Oct 2021,1.0,,1.0,flat,B24
https://www.zoopla.co.uk//to-rent/details/60004436/,700,2 bed flat to rent,"Lordswood Square, Birmingham B17",Listed on 20th Oct 2021,2.0,1.0,1.0,flat,B17
https://www.zoopla.co.uk//to-rent/details/60004407/,600,1 bed flat to rent,"Shirley Road, Birmingham B27",Listed on 20th Oct 2021,1.0,1.0,1.0,flat,B27
https://www.zoopla.co.uk//to-rent/details/60003879/,40,2 bed shared accommodation to rent,"Passey Road, Moseley, Birmingham B13",Listed on 20th Oct 2021,2.0,1.0,1.0,shared accommodation,B13
https://www.zoopla.co.uk//to-rent/details/55395131/,550,1 bed flat to rent,"Gillott Road, Edgbaston, Birmingham B16",Listed on 20th Oct 2021,1.0,1.0,1.0,flat,B16
https://www.zoopla.co.uk//to-rent/details/60001316/,100,Room to rent,"Alderson Road, Birmingham B8",Listed on 19th Oct 2021,1.0,2.0,,room,B8
https://www.zoopla.co.uk//to-rent/details/56537006/,555,6 bed property to rent,"North Road, Edgbaston, Birmingham B29",Listed on 19th Oct 2021,6.0,6.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/59422853/,529,6 bed property to rent,"Harborne Lane, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,6.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49736746/,498,7 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,7.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49741403/,390,8 bed terraced house to rent,"Oak Tree Lane, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,8.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/53256070/,542,6 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,6.0,6.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/47713175/,403,5 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,5.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/53091966/,542,5 bed property to rent,"Harborne Lane, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,5.0,5.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/47712999/,542,6 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,6.0,6.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49275582/,381,4 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/56785486/,442,5 bed property to rent,"Hubert Road, Birmingham, West Midlands B29",Listed on 19th Oct 2021,5.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49426861/,394,3 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,3.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/57787704/,425,4 bed semi-detached house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,4.0,3.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/56451861/,420,4 bed property to rent,"Lottie Road, Selly Oak, Birmingham B29",Listed on 19th Oct 2021,4.0,1.0,,property,B29
